,45_MBiRW
ACC,1.0
AUC,0.5
Fscore,0.004049670655826028
HR@10,0.009287925696594427
HR@2,0.0030959752321981426
HR@5,0.0030959752321981426
Lin's AUC,0.8405627708770393
NDCGk,0.24538664018780795
global AUC,0.9601062723249129
global NDCG,0.6226609620412523
prediction time (sec),0.1012868881225586
training time (sec),3406.1805987358093
