,87_MBiRW
ACC,1.0
AUC,0.5
Fscore,0.004049670655826028
HR@10,0.015479876160990712
HR@2,0.0030959752321981426
HR@5,0.006191950464396285
Lin's AUC,0.8377592502557323
NDCGk,0.24538664018780795
global AUC,0.9548830025602792
global NDCG,0.635872171383012
prediction time (sec),0.04393601417541504
training time (sec),950.4729199409485
