,27_PMF
ACC,0.599483204134367
AUC,0.558659709841624
Fscore,0.0015931863250360377
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.5720206278446671
NDCGk,0.2551270922563281
global AUC,0.594658963193466
global NDCG,0.47227947285291183
prediction time (sec),0.012340068817138672
training time (sec),17.551958084106445
