,5_PMF
ACC,0.5684754521963824
AUC,0.533372807536237
Fscore,0.0014785799071885266
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.5449561984883575
NDCGk,0.26207955257235266
global AUC,0.563918925475755
global NDCG,0.46201304288478545
prediction time (sec),0.013481855392456055
training time (sec),17.48203468322754
