,15_LRSSL
ACC,1.0
AUC,0.5
Fscore,0.0015444781592039581
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.4953494402706711
NDCGk,0.2233418790015492
global AUC,0.8994646468933138
global NDCG,0.48569236708524405
prediction time (sec),1.5335733890533447
training time (sec),163.19503784179688
