,29_LRSSL
ACC,1.0
AUC,0.5
Fscore,0.0014215989532099336
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.4933145655694693
NDCGk,0.23425941969745184
global AUC,0.8966834393322606
global NDCG,0.4855362558812874
prediction time (sec),1.4958927631378174
training time (sec),163.87953686714172
