,8_LRSSL
ACC,0.9702572347266881
AUC,0.5
Fscore,0.0002351410919360084
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.4754689674648153
NDCGk,0.16572411557719868
global AUC,0.8923360126570826
global NDCG,0.5033710282071002
prediction time (sec),29.709285020828247
training time (sec),16994.681362867355
