,4_LRSSL
ACC,0.9702572347266881
AUC,0.5
Fscore,0.0002351410919360084
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.4673392136936046
NDCGk,0.16572411557719868
global AUC,0.8906967396166965
global NDCG,0.5050403531785049
prediction time (sec),31.1247615814209
training time (sec),17254.975378751755
