,58_LibMF
ACC,1.0
AUC,0.5
Fscore,8.457525827050682e-05
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.16883513387190327
NDCGk,0.1628616818172399
global AUC,0.8937786503151173
global NDCG,0.296168875416288
prediction time (sec),0.1409907341003418
training time (sec),246.8866856098175
