,14_LibMF
ACC,1.0
AUC,0.5
Fscore,8.355222687778665e-05
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.21565424395210556
NDCGk,0.16297694153626435
global AUC,0.9016394896966173
global NDCG,0.2997161862404064
prediction time (sec),0.14344120025634766
training time (sec),252.37936329841614
