,81_LibMF
ACC,1.0
AUC,0.5
Fscore,9.881066351366695e-05
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.22596591622074014
NDCGk,0.16609308616248908
global AUC,0.9026146822722592
global NDCG,0.30180895938951696
prediction time (sec),0.12017154693603516
training time (sec),253.31059885025024
