,100_HAN
ACC,0.9702572347266881
AUC,0.5
Fscore,0.0002351410919360084
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.6693826524726579
NDCGk,0.16572411557719868
global AUC,0.9368663578817144
global NDCG,0.5281046958488352
prediction time (sec),1.200345516204834
training time (sec),1189.320300102234
