,20_LogisticMF
ACC,1.0
AUC,0.5
Fscore,8.811879547978846e-05
HR@10,0.0049504950495049506
HR@2,0.0
HR@5,0.0
Lin's AUC,0.7293100391011875
NDCGk,0.1573110847083184
global AUC,0.9527626387449591
global NDCG,0.38060529896204015
prediction time (sec),2.268590211868286
training time (sec),405.2607445716858
