,35_LogisticMF
ACC,1.0
AUC,0.5
Fscore,6.896551320332859e-05
HR@10,0.009900990099009901
HR@2,0.0049504950495049506
HR@5,0.0049504950495049506
Lin's AUC,0.7209281129157723
NDCGk,0.16096636801007272
global AUC,0.9475490963305863
global NDCG,0.4187928549131648
prediction time (sec),2.4152939319610596
training time (sec),406.1403241157532
