,73_LogisticMF
ACC,1.0
AUC,0.5
Fscore,6.64633269081798e-05
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.716490086723552
NDCGk,0.17732149477458703
global AUC,0.9502122380884999
global NDCG,0.37488837791633717
prediction time (sec),2.2859914302825928
training time (sec),483.7053768634796
