,61_LogisticMF
ACC,1.0
AUC,0.5
Fscore,8.64254713108271e-05
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.7530252693898161
NDCGk,0.16314459299843967
global AUC,0.9617056399618149
global NDCG,0.4045979170114288
prediction time (sec),2.4313254356384277
training time (sec),404.8770983219147
