,42_ALSWR
ACC,0.7094861660079052
AUC,0.6113260451581092
Fscore,0.0017093125694289356
HR@10,0.011857707509881422
HR@2,0.001976284584980237
HR@5,0.003952569169960474
Lin's AUC,0.6827268611342048
NDCGk,0.2526174594655441
global AUC,0.713173665326109
global NDCG,0.7247943060215789
prediction time (sec),0.06655311584472656
training time (sec),33.635353326797485
