,32_ALSWR
ACC,0.733201581027668
AUC,0.6330058989992536
Fscore,0.0018813430105292105
HR@10,0.017786561264822136
HR@2,0.003952569169960474
HR@5,0.009881422924901186
Lin's AUC,0.7021022978605599
NDCGk,0.24082300027800013
global AUC,0.7375195015546263
global NDCG,0.739320843245101
prediction time (sec),0.05469202995300293
training time (sec),29.296196222305298
