,4_SCPMF
ACC,0.5603715170278638
AUC,0.5331775564715958
Fscore,0.003834775241689217
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.537704650871534
NDCGk,0.24545166089293222
global AUC,0.5552776764923603
global NDCG,0.4429494311982289
prediction time (sec),0.03666973114013672
training time (sec),89.79421615600586
