,9_SCPMF
ACC,0.5139318885448917
AUC,0.5284155797237644
Fscore,0.0036493978019839376
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.5029843345424128
NDCGk,0.2526500859084535
global AUC,0.5125428552609272
global NDCG,0.43398959610733673
prediction time (sec),0.04745125770568848
training time (sec),99.81020712852478
