,47_HAN
ACC,1.0
AUC,0.5
Fscore,0.0013090580434411056
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.6803769652715277
NDCGk,0.2373807693920819
global AUC,0.9311258642712062
global NDCG,0.5109842932946842
prediction time (sec),0.15991878509521484
training time (sec),454.6074466705322
