,42_HAN
ACC,1.0
AUC,0.5
Fscore,0.0015684475217363142
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.7035735864589194
NDCGk,0.2166117078197694
global AUC,0.9363925660880942
global NDCG,0.5248442260190387
prediction time (sec),0.11982393264770508
training time (sec),458.9139039516449
