,73_HAN
ACC,1.0
AUC,0.5
Fscore,0.0013672026433847913
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.6815502033438178
NDCGk,0.22962804378221816
global AUC,0.931633042513939
global NDCG,0.5189000307839133
prediction time (sec),0.12746810913085938
training time (sec),518.4533247947693
