,63_FastaiCollabWrapper
ACC,1.0
AUC,0.5
Fscore,0.0018876231996239703
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.3494620066094771
NDCGk,0.27890988615983525
global AUC,0.8779950494621237
global NDCG,0.47216569087952487
prediction time (sec),16.246855974197388
training time (sec),248.62830209732056
