,81_FastaiCollabWrapper
ACC,1.0
AUC,0.5
Fscore,0.0018876231996239703
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.35807797107504147
NDCGk,0.27890988615983525
global AUC,0.8796868627905675
global NDCG,0.47173672398507194
prediction time (sec),16.126514434814453
training time (sec),183.83141255378723
