,17_FastaiCollabWrapper
ACC,1.0
AUC,0.5
Fscore,0.000582759066400591
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.48242704257474106
NDCGk,0.2344515203780612
global AUC,0.8980919375935491
global NDCG,0.4570781378193772
prediction time (sec),48.20740795135498
training time (sec),521.2253882884979
