,70_MBiRW
ACC,1.0
AUC,0.5
Fscore,0.0011326870492737902
HR@10,0.0024449877750611247
HR@2,0.0
HR@5,0.0
Lin's AUC,0.6767120479184721
NDCGk,0.22372748513658097
global AUC,0.9288767050225225
global NDCG,0.5428790032463785
prediction time (sec),0.019426345825195312
training time (sec),2233.668000459671
