,91_BNNR
ACC,1.0
AUC,0.5
Fscore,0.0012960190607313898
HR@10,0.025839793281653745
HR@2,0.00516795865633075
HR@5,0.012919896640826873
Lin's AUC,0.8703964749165195
NDCGk,0.2250646261407235
global AUC,0.9765172706921678
global NDCG,0.8280682616172548
prediction time (sec),0.08041620254516602
training time (sec),310.70025992393494
