,74_BNNR
ACC,1.0
AUC,0.5
Fscore,0.0017056733467411898
HR@10,0.025839793281653745
HR@2,0.00516795865633075
HR@5,0.012919896640826873
Lin's AUC,0.8857163996971386
NDCGk,0.24448356919822045
global AUC,0.9790031695187369
global NDCG,0.8548322933147393
prediction time (sec),0.0854794979095459
training time (sec),313.5854012966156
