,33_BNNR
ACC,1.0
AUC,0.5
Fscore,0.0012830590510723178
HR@10,0.025839793281653745
HR@2,0.00516795865633075
HR@5,0.012919896640826873
Lin's AUC,0.8768878622206587
NDCGk,0.24769165595630427
global AUC,0.9770075406683569
global NDCG,0.83334274352609
prediction time (sec),0.0826411247253418
training time (sec),307.2929255962372
