,49_PMF
ACC,0.5489795918367347
AUC,0.5365126565216528
Fscore,0.0006124931200666016
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.5318718499345136
NDCGk,0.22844191711291847
global AUC,0.5439404113854021
global NDCG,0.4335157819435434
prediction time (sec),0.10648846626281738
training time (sec),60.65667533874512
