,97_PMF
ACC,0.5163265306122449
AUC,0.5111891546109851
Fscore,0.0005908887219747343
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.5238322239251596
NDCGk,0.22606640070965267
global AUC,0.516226355812507
global NDCG,0.4314458754994983
prediction time (sec),0.03331613540649414
training time (sec),31.169429063796997
