,14_LRSSL
ACC,0.007905138339920948
AUC,0.5034342418677363
Fscore,0.00016611168296403305
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.5012394165389467
NDCGk,0.22688953583959676
global AUC,0.10236641352024256
global NDCG,0.396150460278656
prediction time (sec),1.7403349876403809
training time (sec),142.38242411613464
