,21_LRSSL
ACC,0.007905138339920948
AUC,0.5049047816926432
Fscore,0.00015742291900037607
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.517417578489408
NDCGk,0.22686689165405588
global AUC,0.10963097764186822
global NDCG,0.3985178423229901
prediction time (sec),1.6446678638458252
training time (sec),142.23038840293884
