,23_NIMCGCN
ACC,0.974025974025974
AUC,0.5
Fscore,0.00018073420442198343
HR@10,0.0008888888888888889
HR@2,0.0
HR@5,0.0
Lin's AUC,0.5295276817261485
NDCGk,0.17387986371457756
global AUC,0.9034354531728076
global NDCG,0.4931640534788225
prediction time (sec),119.4082350730896
training time (sec),3504.2566661834717
