,73_NIMCGCN
ACC,0.974025974025974
AUC,0.5
Fscore,0.00016868719066993282
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.5157142259430574
NDCGk,0.1748355980842
global AUC,0.9035267563388777
global NDCG,0.4923702084870443
prediction time (sec),121.75493717193604
training time (sec),3030.066904067993
