,63_BNNR
ACC,0.9702572347266881
AUC,0.5
Fscore,0.0002351410919360084
HR@10,0.0024855012427506215
HR@2,0.0
HR@5,0.0008285004142502071
Lin's AUC,0.7647917084105303
NDCGk,0.16572411557719868
global AUC,0.9588912070608742
global NDCG,0.6421605094590507
prediction time (sec),1.320664405822754
training time (sec),47405.88849067688
