,28_NIMCGCN
ACC,0.975609756097561
AUC,0.5
Fscore,0.0006948217724773453
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.5151125922292062
NDCGk,0.20757791885897123
global AUC,0.9065826286993286
global NDCG,0.33869176660830397
prediction time (sec),10.497943878173828
training time (sec),286.68953227996826
