,89_DRRS
ACC,0.834625322997416
AUC,0.6932379832072972
Fscore,0.0021607322231518324
HR@10,0.020671834625323
HR@2,0.002583979328165375
HR@5,0.007751937984496124
Lin's AUC,0.8300536059930803
NDCGk,0.2589709959722773
global AUC,0.8335856668903523
global NDCG,0.7271976748498591
prediction time (sec),0.08153343200683594
training time (sec),737.9866764545441
