,43_DRRS
ACC,0.8604651162790697
AUC,0.7062347330318965
Fscore,0.002217888496330993
HR@10,0.015503875968992248
HR@2,0.0
HR@5,0.007751937984496124
Lin's AUC,0.8398849996169119
NDCGk,0.2664037549785178
global AUC,0.8565262225869497
global NDCG,0.7283869797012956
prediction time (sec),0.04997754096984863
training time (sec),564.9016757011414
