,72_DRRS
ACC,0.8811369509043928
AUC,0.7100859560684
Fscore,0.002336846224649358
HR@10,0.023255813953488372
HR@2,0.002583979328165375
HR@5,0.0103359173126615
Lin's AUC,0.8419160833914623
NDCGk,0.27587653900231823
global AUC,0.874619372180439
global NDCG,0.7573058545589235
prediction time (sec),0.043328046798706055
training time (sec),496.3671500682831
