,35_DRRS
ACC,0.8733850129198967
AUC,0.707268949738087
Fscore,0.002068821446755056
HR@10,0.023255813953488372
HR@2,0.002583979328165375
HR@5,0.0103359173126615
Lin's AUC,0.8514857138704138
NDCGk,0.2934345313865316
global AUC,0.867558420083762
global NDCG,0.7576087276454501
prediction time (sec),0.04756784439086914
training time (sec),570.3435814380646
