,16_ALSWR
ACC,0.6434108527131783
AUC,0.5808718385972412
Fscore,0.001901872394873652
HR@10,0.01808785529715762
HR@2,0.00516795865633075
HR@5,0.0103359173126615
Lin's AUC,0.6286361383850437
NDCGk,0.23961248473088548
global AUC,0.6490343649914954
global NDCG,0.6679623712205114
prediction time (sec),0.0400543212890625
training time (sec),29.696086168289185
