,65_ALSWR
ACC,0.6563307493540051
AUC,0.5972382478385159
Fscore,0.0020116048028661817
HR@10,0.020671834625323
HR@2,0.00516795865633075
HR@5,0.0103359173126615
Lin's AUC,0.6453661499982276
NDCGk,0.27622812902423893
global AUC,0.6608401087073189
global NDCG,0.6641389365045651
prediction time (sec),0.023747682571411133
training time (sec),23.085537672042847
