,52_ALSWR
ACC,0.6692506459948321
AUC,0.5951131767734115
Fscore,0.0016751019527905572
HR@10,0.012919896640826873
HR@2,0.002583979328165375
HR@5,0.00516795865633075
Lin's AUC,0.649154497118133
NDCGk,0.2568940444608401
global AUC,0.6750785222967441
global NDCG,0.6392685257517486
prediction time (sec),0.0552675724029541
training time (sec),24.444146394729614
