,77_BNNR
ACC,1.0
AUC,0.5
Fscore,0.0018876231996239703
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.5932002768963712
NDCGk,0.27890988615983525
global AUC,0.9287642924495048
global NDCG,0.5573604375061386
prediction time (sec),0.019895076751708984
training time (sec),824.8073678016663
