,42_BNNR
ACC,1.0
AUC,0.5
Fscore,0.0018876231996239703
HR@10,0.002109704641350211
HR@2,0.0
HR@5,0.0
Lin's AUC,0.6126736763288876
NDCGk,0.27890988615983525
global AUC,0.9295584449358538
global NDCG,0.5620123628405241
prediction time (sec),0.023107051849365234
training time (sec),861.5179467201233
