,87_ALSWR
ACC,0.5068493150684932
AUC,0.5102516955016275
Fscore,0.0004726825284544887
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.6713242827020228
NDCGk,0.20288729397680047
global AUC,0.5405662592997035
global NDCG,0.3304146485833657
prediction time (sec),0.015179872512817383
training time (sec),13.196251153945923
