,56_ALSWR
ACC,0.4794520547945205
AUC,0.5062568022026012
Fscore,0.0004221538000801803
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.6644331803635861
NDCGk,0.19683023114741569
global AUC,0.5183866238036373
global NDCG,0.3255632625641762
prediction time (sec),0.01598501205444336
training time (sec),12.084742546081543
