,65_ALSWR
ACC,0.4794520547945205
AUC,0.5093651070488739
Fscore,0.00041181833719139253
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.6243309691313543
NDCGk,0.20253558940261296
global AUC,0.5185593883609095
global NDCG,0.32932485833586045
prediction time (sec),0.013170957565307617
training time (sec),12.471007347106934
