,89_DRRS
ACC,0.8754940711462451
AUC,0.6790811699811015
Fscore,0.002046492412998256
HR@10,0.007905138339920948
HR@2,0.001976284584980237
HR@5,0.003952569169960474
Lin's AUC,0.8556014489424825
NDCGk,0.260983707573862
global AUC,0.8723563676996121
global NDCG,0.7520752509728484
prediction time (sec),0.02205824851989746
training time (sec),859.4884791374207
