,38_DRRS
ACC,0.8952569169960475
AUC,0.682888979655809
Fscore,0.0016592867208093456
HR@10,0.011857707509881422
HR@2,0.001976284584980237
HR@5,0.007905138339920948
Lin's AUC,0.8610928984504468
NDCGk,0.27066797550745275
global AUC,0.8898098145992555
global NDCG,0.77514443814133
prediction time (sec),0.01810002326965332
training time (sec),878.8033483028412
