,35_LogisticMF
ACC,1.0
AUC,0.5
Fscore,0.000582759066400591
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.6225690651017805
NDCGk,0.2344515203780612
global AUC,0.9196756775499747
global NDCG,0.49749509049275
prediction time (sec),0.1589982509613037
training time (sec),53.74434471130371
