,58_BNNR
ACC,1.0
AUC,0.5
Fscore,0.0013017510787711514
HR@10,0.023255813953488372
HR@2,0.00516795865633075
HR@5,0.0103359173126615
Lin's AUC,0.7826780508876178
NDCGk,0.23160202736481372
global AUC,0.9627088181381169
global NDCG,0.7621088596754615
prediction time (sec),0.03236722946166992
training time (sec),245.56091046333313
