,10_BNNR
ACC,1.0
AUC,0.5
Fscore,0.001443635109436188
HR@10,0.015503875968992248
HR@2,0.002583979328165375
HR@5,0.007751937984496124
Lin's AUC,0.8215918643986686
NDCGk,0.23524928133639156
global AUC,0.9679732948159673
global NDCG,0.7670917824812954
prediction time (sec),0.029692888259887695
training time (sec),245.98446822166443
