,26_BNNR
ACC,1.0
AUC,0.5
Fscore,0.0014064927740465047
HR@10,0.020671834625323
HR@2,0.002583979328165375
HR@5,0.0103359173126615
Lin's AUC,0.7830369134901694
NDCGk,0.2305972311295642
global AUC,0.9625977285948113
global NDCG,0.771273697622397
prediction time (sec),0.03560948371887207
training time (sec),241.64649558067322
