,21_LogisticMF
ACC,1.0
AUC,0.5
Fscore,0.0011434885567201156
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.8305497789885922
NDCGk,0.21731174355128427
global AUC,0.9684197301021202
global NDCG,0.6289404697664884
prediction time (sec),0.07083511352539062
training time (sec),38.33715319633484
