,13_SCPMF
ACC,0.6639344262295082
AUC,0.5720151645574384
Fscore,0.0009513584084021207
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.5934312030682372
NDCGk,0.21458121826045784
global AUC,0.6533268413582632
global NDCG,0.4918284166813369
prediction time (sec),0.1389176845550537
training time (sec),170.46365094184875
