,30_SCPMF
ACC,0.5754098360655737
AUC,0.5325423394866446
Fscore,0.000831011928614247
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.5638573071220229
NDCGk,0.21735866839609616
global AUC,0.574831484034356
global NDCG,0.47946591274361405
prediction time (sec),0.11361145973205566
training time (sec),106.01401209831238
