,43_SCPMF
ACC,0.680327868852459
AUC,0.5827420434770086
Fscore,0.0008124567370950678
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.6288055881924476
NDCGk,0.21881691433099823
global AUC,0.6715594887994477
global NDCG,0.49569723258559345
prediction time (sec),0.08395624160766602
training time (sec),121.39623689651489
