,77_NIMCGCN
ACC,1.0
AUC,0.5
Fscore,0.0007377144041854748
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.553402604989738
NDCGk,0.20616734575152698
global AUC,0.9179317242125853
global NDCG,0.5068950810803088
prediction time (sec),33.54740047454834
training time (sec),841.4595510959625
