,81_NIMCGCN
ACC,1.0
AUC,0.5
Fscore,0.0011326870492737902
HR@10,0.0024449877750611247
HR@2,0.0024449877750611247
HR@5,0.0024449877750611247
Lin's AUC,0.4593372228703322
NDCGk,0.22372748513658097
global AUC,0.8975367738307097
global NDCG,0.5091352695804949
prediction time (sec),12.388492345809937
training time (sec),331.77516412734985
