,23_NIMCGCN
ACC,1.0
AUC,0.5
Fscore,0.0011326870492737902
HR@10,0.0024449877750611247
HR@2,0.0
HR@5,0.0024449877750611247
Lin's AUC,0.4667908897145674
NDCGk,0.22372748513658097
global AUC,0.897728979970111
global NDCG,0.5018593363162914
prediction time (sec),13.221783638000488
training time (sec),345.9127299785614
