,89_DRRS
ACC,0.5325077399380805
AUC,0.5682955753501017
Fscore,0.0034185334371525803
HR@10,0.01238390092879257
HR@2,0.0030959752321981426
HR@5,0.006191950464396285
Lin's AUC,0.5161653121400328
NDCGk,0.2507622278182766
global AUC,0.5349932874252236
global NDCG,0.532337694502171
prediction time (sec),0.026797056198120117
training time (sec),518.0997126102448
